About to run "ncl popMask_songY.ncl" with: 
 Copyright (C) 1995-2012 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.1.0
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
(0)	-90
(1)	-89.875
(2)	-89.75
(3)	-89.625
(4)	-89.5
(5)	-89.375
(6)	-89.25
(7)	-89.125
(8)	-89
(9)	-88.875
(10)	-88.75
(11)	-88.625
(12)	-88.5
(13)	-88.375
(14)	-88.25
(15)	-88.125
(16)	-88
(17)	-87.875
(18)	-87.75
(19)	-87.625
(20)	-87.5
(21)	-87.375
(22)	-87.25
(23)	-87.125
(24)	-87
(25)	-86.875
(26)	-86.75
(27)	-86.625
(28)	-86.5
(29)	-86.375
(30)	-86.25
(31)	-86.125
(32)	-86
(33)	-85.875
(34)	-85.75
(35)	-85.625
(36)	-85.5
(37)	-85.375
(38)	-85.25
(39)	-85.125
(40)	-85
(41)	-84.875
(42)	-84.75
(43)	-84.625
(44)	-84.5
(45)	-84.375
(46)	-84.25
(47)	-84.125
(48)	-84
(49)	-83.875
(50)	-83.75
(51)	-83.625
(52)	-83.5
(53)	-83.375
(54)	-83.25
(55)	-83.125
(56)	-83
(57)	-82.875
(58)	-82.75
(59)	-82.625
(60)	-82.5
(61)	-82.375
(62)	-82.25
(63)	-82.125
(64)	-82
(65)	-81.875
(66)	-81.75
(67)	-81.625
(68)	-81.5
(69)	-81.375
(70)	-81.25
(71)	-81.125
(72)	-81
(73)	-80.875
(74)	-80.75
(75)	-80.625
(76)	-80.5
(77)	-80.375
(78)	-80.25
(79)	-80.125
(80)	-80
(81)	-79.875
(82)	-79.75
(83)	-79.625
(84)	-79.5
(85)	-79.375
(86)	-79.25
(87)	-79.125
(88)	-79
(89)	-78.875
(90)	-78.75
(91)	-78.625
(92)	-78.5
(93)	-78.375
(94)	-78.25
(95)	-78.125
(96)	-78
(97)	-77.875
(98)	-77.75
(99)	-77.625
(100)	-77.5
(101)	-77.375
(102)	-77.25
(103)	-77.125
(104)	-77
(105)	-76.875
(106)	-76.75
(107)	-76.625
(108)	-76.5
(109)	-76.375
(110)	-76.25
(111)	-76.125
(112)	-76
(113)	-75.875
(114)	-75.75
(115)	-75.625
(116)	-75.5
(117)	-75.375
(118)	-75.25
(119)	-75.125
(120)	-75
(121)	-74.875
(122)	-74.75
(123)	-74.625
(124)	-74.5
(125)	-74.375
(126)	-74.25
(127)	-74.125
(128)	-74
(129)	-73.875
(130)	-73.75
(131)	-73.625
(132)	-73.5
(133)	-73.375
(134)	-73.25
(135)	-73.125
(136)	-73
(137)	-72.875
(138)	-72.75
(139)	-72.625
(140)	-72.5
(141)	-72.375
(142)	-72.25
(143)	-72.125
(144)	-72
(145)	-71.875
(146)	-71.75
(147)	-71.625
(148)	-71.5
(149)	-71.375
(150)	-71.25
(151)	-71.125
(152)	-71
(153)	-70.875
(154)	-70.75
(155)	-70.625
(156)	-70.5
(157)	-70.375
(158)	-70.25
(159)	-70.125
(160)	-70
(161)	-69.875
(162)	-69.75
(163)	-69.625
(164)	-69.5
(165)	-69.375
(166)	-69.25
(167)	-69.125
(168)	-69
(169)	-68.875
(170)	-68.75
(171)	-68.625
(172)	-68.5
(173)	-68.375
(174)	-68.25
(175)	-68.125
(176)	-68
(177)	-67.875
(178)	-67.75
(179)	-67.625
(180)	-67.5
(181)	-67.375
(182)	-67.25
(183)	-67.125
(184)	-67
(185)	-66.875
(186)	-66.75
(187)	-66.625
(188)	-66.5
(189)	-66.375
(190)	-66.25
(191)	-66.125
(192)	-66
(193)	-65.875
(194)	-65.75
(195)	-65.625
(196)	-65.5
(197)	-65.375
(198)	-65.25
(199)	-65.125
(200)	-65
(201)	-64.875
(202)	-64.75
(203)	-64.625
(204)	-64.5
(205)	-64.375
(206)	-64.25
(207)	-64.125
(208)	-64
(209)	-63.875
(210)	-63.75
(211)	-63.625
(212)	-63.5
(213)	-63.375
(214)	-63.25
(215)	-63.125
(216)	-63
(217)	-62.875
(218)	-62.75
(219)	-62.625
(220)	-62.5
(221)	-62.375
(222)	-62.25
(223)	-62.125
(224)	-62
(225)	-61.875
(226)	-61.75
(227)	-61.625
(228)	-61.5
(229)	-61.375
(230)	-61.25
(231)	-61.125
(232)	-61
(233)	-60.875
(234)	-60.75
(235)	-60.625
(236)	-60.5
(237)	-60.375
(238)	-60.25
(239)	-60.125
(240)	-60
(241)	-59.875
(242)	-59.75
(243)	-59.625
(244)	-59.5
(245)	-59.375
(246)	-59.25
(247)	-59.125
(248)	-59
(249)	-58.875
(250)	-58.75
(251)	-58.625
(252)	-58.5
(253)	-58.375
(254)	-58.25
(255)	-58.125
(256)	-58
(257)	-57.875
(258)	-57.75
(259)	-57.625
(260)	-57.5
(261)	-57.375
(262)	-57.25
(263)	-57.125
(264)	-57
(265)	-56.875
(266)	-56.75
(267)	-56.625
(268)	-56.5
(269)	-56.375
(270)	-56.25
(271)	-56.125
(272)	-56
(273)	-55.875
(274)	-55.75
(275)	-55.625
(276)	-55.5
(277)	-55.375
(278)	-55.25
(279)	-55.125
(280)	-55
(281)	-54.875
(282)	-54.75
(283)	-54.625
(284)	-54.5
(285)	-54.375
(286)	-54.25
(287)	-54.125
(288)	-54
(289)	-53.875
(290)	-53.75
(291)	-53.625
(292)	-53.5
(293)	-53.375
(294)	-53.25
(295)	-53.125
(296)	-53
(297)	-52.875
(298)	-52.75
(299)	-52.625
(300)	-52.5
(301)	-52.375
(302)	-52.25
(303)	-52.125
(304)	-52
(305)	-51.875
(306)	-51.75
(307)	-51.625
(308)	-51.5
(309)	-51.375
(310)	-51.25
(311)	-51.125
(312)	-51
(313)	-50.875
(314)	-50.75
(315)	-50.625
(316)	-50.5
(317)	-50.375
(318)	-50.25
(319)	-50.125
(320)	-50
(321)	-49.875
(322)	-49.75
(323)	-49.625
(324)	-49.5
(325)	-49.375
(326)	-49.25
(327)	-49.125
(328)	-49
(329)	-48.875
(330)	-48.75
(331)	-48.625
(332)	-48.5
(333)	-48.375
(334)	-48.25
(335)	-48.125
(336)	-48
(337)	-47.875
(338)	-47.75
(339)	-47.625
(340)	-47.5
(341)	-47.375
(342)	-47.25
(343)	-47.125
(344)	-47
(345)	-46.875
(346)	-46.75
(347)	-46.625
(348)	-46.5
(349)	-46.375
(350)	-46.25
(351)	-46.125
(352)	-46
(353)	-45.875
(354)	-45.75
(355)	-45.625
(356)	-45.5
(357)	-45.375
(358)	-45.25
(359)	-45.125
(360)	-45
(361)	-44.875
(362)	-44.75
(363)	-44.625
(364)	-44.5
(365)	-44.375
(366)	-44.25
(367)	-44.125
(368)	-44
(369)	-43.875
(370)	-43.75
(371)	-43.625
(372)	-43.5
(373)	-43.375
(374)	-43.25
(375)	-43.125
(376)	-43
(377)	-42.875
(378)	-42.75
(379)	-42.625
(380)	-42.5
(381)	-42.375
(382)	-42.25
(383)	-42.125
(384)	-42
(385)	-41.875
(386)	-41.75
(387)	-41.625
(388)	-41.5
(389)	-41.375
(390)	-41.25
(391)	-41.125
(392)	-41
(393)	-40.875
(394)	-40.75
(395)	-40.625
(396)	-40.5
(397)	-40.375
(398)	-40.25
(399)	-40.125
(400)	-40
(401)	-39.875
(402)	-39.75
(403)	-39.625
(404)	-39.5
(405)	-39.375
(406)	-39.25
(407)	-39.125
(408)	-39
(409)	-38.875
(410)	-38.75
(411)	-38.625
(412)	-38.5
(413)	-38.375
(414)	-38.25
(415)	-38.125
(416)	-38
(417)	-37.875
(418)	-37.75
(419)	-37.625
(420)	-37.5
(421)	-37.375
(422)	-37.25
(423)	-37.125
(424)	-37
(425)	-36.875
(426)	-36.75
(427)	-36.625
(428)	-36.5
(429)	-36.375
(430)	-36.25
(431)	-36.125
(432)	-36
(433)	-35.875
(434)	-35.75
(435)	-35.625
(436)	-35.5
(437)	-35.375
(438)	-35.25
(439)	-35.125
(440)	-35
(441)	-34.875
(442)	-34.75
(443)	-34.625
(444)	-34.5
(445)	-34.375
(446)	-34.25
(447)	-34.125
(448)	-34
(449)	-33.875
(450)	-33.75
(451)	-33.625
(452)	-33.5
(453)	-33.375
(454)	-33.25
(455)	-33.125
(456)	-33
(457)	-32.875
(458)	-32.75
(459)	-32.625
(460)	-32.5
(461)	-32.375
(462)	-32.25
(463)	-32.125
(464)	-32
(465)	-31.875
(466)	-31.75
(467)	-31.625
(468)	-31.5
(469)	-31.375
(470)	-31.25
(471)	-31.125
(472)	-31
(473)	-30.875
(474)	-30.75
(475)	-30.625
(476)	-30.5
(477)	-30.375
(478)	-30.25
(479)	-30.125
(480)	-30
(481)	-29.875
(482)	-29.75
(483)	-29.625
(484)	-29.5
(485)	-29.375
(486)	-29.25
(487)	-29.125
(488)	-29
(489)	-28.875
(490)	-28.75
(491)	-28.625
(492)	-28.5
(493)	-28.375
(494)	-28.25
(495)	-28.125
(496)	-28
(497)	-27.875
(498)	-27.75
(499)	-27.625
(500)	-27.5
(501)	-27.375
(502)	-27.25
(503)	-27.125
(504)	-27
(505)	-26.875
(506)	-26.75
(507)	-26.625
(508)	-26.5
(509)	-26.375
(510)	-26.25
(511)	-26.125
(512)	-26
(513)	-25.875
(514)	-25.75
(515)	-25.625
(516)	-25.5
(517)	-25.375
(518)	-25.25
(519)	-25.125
(520)	-25
(521)	-24.875
(522)	-24.75
(523)	-24.625
(524)	-24.5
(525)	-24.375
(526)	-24.25
(527)	-24.125
(528)	-24
(529)	-23.875
(530)	-23.75
(531)	-23.625
(532)	-23.5
(533)	-23.375
(534)	-23.25
(535)	-23.125
(536)	-23
(537)	-22.875
(538)	-22.75
(539)	-22.625
(540)	-22.5
(541)	-22.375
(542)	-22.25
(543)	-22.125
(544)	-22
(545)	-21.875
(546)	-21.75
(547)	-21.625
(548)	-21.5
(549)	-21.375
(550)	-21.25
(551)	-21.125
(552)	-21
(553)	-20.875
(554)	-20.75
(555)	-20.625
(556)	-20.5
(557)	-20.375
(558)	-20.25
(559)	-20.125
(560)	-20
(561)	-19.875
(562)	-19.75
(563)	-19.625
(564)	-19.5
(565)	-19.375
(566)	-19.25
(567)	-19.125
(568)	-19
(569)	-18.875
(570)	-18.75
(571)	-18.625
(572)	-18.5
(573)	-18.375
(574)	-18.25
(575)	-18.125
(576)	-18
(577)	-17.875
(578)	-17.75
(579)	-17.625
(580)	-17.5
(581)	-17.375
(582)	-17.25
(583)	-17.125
(584)	-17
(585)	-16.875
(586)	-16.75
(587)	-16.625
(588)	-16.5
(589)	-16.375
(590)	-16.25
(591)	-16.125
(592)	-16
(593)	-15.875
(594)	-15.75
(595)	-15.625
(596)	-15.5
(597)	-15.375
(598)	-15.25
(599)	-15.125
(600)	-15
(601)	-14.875
(602)	-14.75
(603)	-14.625
(604)	-14.5
(605)	-14.375
(606)	-14.25
(607)	-14.125
(608)	-14
(609)	-13.875
(610)	-13.75
(611)	-13.625
(612)	-13.5
(613)	-13.375
(614)	-13.25
(615)	-13.125
(616)	-13
(617)	-12.875
(618)	-12.75
(619)	-12.625
(620)	-12.5
(621)	-12.375
(622)	-12.25
(623)	-12.125
(624)	-12
(625)	-11.875
(626)	-11.75
(627)	-11.625
(628)	-11.5
(629)	-11.375
(630)	-11.25
(631)	-11.125
(632)	-11
(633)	-10.875
(634)	-10.75
(635)	-10.625
(636)	-10.5
(637)	-10.375
(638)	-10.25
(639)	-10.125
(640)	-10
(641)	-9.875
(642)	-9.75
(643)	-9.625
(644)	-9.5
(645)	-9.375
(646)	-9.25
(647)	-9.125
(648)	-9
(649)	-8.875
(650)	-8.75
(651)	-8.625
(652)	-8.5
(653)	-8.375
(654)	-8.25
(655)	-8.125
(656)	-8
(657)	-7.875
(658)	-7.75
(659)	-7.625
(660)	-7.5
(661)	-7.375
(662)	-7.25
(663)	-7.125
(664)	-7
(665)	-6.875
(666)	-6.75
(667)	-6.625
(668)	-6.5
(669)	-6.375
(670)	-6.25
(671)	-6.125
(672)	-6
(673)	-5.875
(674)	-5.75
(675)	-5.625
(676)	-5.5
(677)	-5.375
(678)	-5.25
(679)	-5.125
(680)	-5
(681)	-4.875
(682)	-4.75
(683)	-4.625
(684)	-4.5
(685)	-4.375
(686)	-4.25
(687)	-4.125
(688)	-4
(689)	-3.875
(690)	-3.75
(691)	-3.625
(692)	-3.5
(693)	-3.375
(694)	-3.25
(695)	-3.125
(696)	-3
(697)	-2.875
(698)	-2.75
(699)	-2.625
(700)	-2.5
(701)	-2.375
(702)	-2.25
(703)	-2.125
(704)	-2
(705)	-1.875
(706)	-1.75
(707)	-1.625
(708)	-1.5
(709)	-1.375
(710)	-1.25
(711)	-1.125
(712)	-1
(713)	-0.875
(714)	-0.75
(715)	-0.625
(716)	-0.5
(717)	-0.375
(718)	-0.25
(719)	-0.125
(720)	 0
(721)	0.125
(722)	0.25
(723)	0.375
(724)	0.5
(725)	0.625
(726)	0.75
(727)	0.875
(728)	 1
(729)	1.125
(730)	1.25
(731)	1.375
(732)	1.5
(733)	1.625
(734)	1.75
(735)	1.875
(736)	 2
(737)	2.125
(738)	2.25
(739)	2.375
(740)	2.5
(741)	2.625
(742)	2.75
(743)	2.875
(744)	 3
(745)	3.125
(746)	3.25
(747)	3.375
(748)	3.5
(749)	3.625
(750)	3.75
(751)	3.875
(752)	 4
(753)	4.125
(754)	4.25
(755)	4.375
(756)	4.5
(757)	4.625
(758)	4.75
(759)	4.875
(760)	 5
(761)	5.125
(762)	5.25
(763)	5.375
